,datatime,volume
995,2013-12-16,3209890000
996,2013-12-17,3270030000
997,2013-12-18,4327770000
998,2013-12-19,3497210000
999,2013-12-20,5097700000
1000,2013-12-23,2851540000
1001,2013-12-24,1307630000
1002,2013-12-26,1982270000
1003,2013-12-27,2052920000
1004,2013-12-30,2293860000
1005,2013-12-31,2312840000
1006,2014-01-02,3080600000
1007,2014-01-03,2774270000
1008,2014-01-06,3294850000
1009,2014-01-07,3511750000
1010,2014-01-08,3652140000
1011,2014-01-09,3581150000
1012,2014-01-10,3335710000
1013,2014-01-13,3591350000
1014,2014-01-14,3353270000
1015,2014-01-15,3777800000
1016,2014-01-16,3491310000
1017,2014-01-17,3626120000
1018,2014-01-21,3782470000
1019,2014-01-22,3374170000
1020,2014-01-23,3972250000
1021,2014-01-24,4618450000
1022,2014-01-27,4045200000
1023,2014-01-28,3437830000
1024,2014-01-29,3964020000
1025,2014-01-30,3547510000
1026,2014-01-31,4059690000
1027,2014-02-03,4726040000
1028,2014-02-04,4068410000
1029,2014-02-05,3984290000
1030,2014-02-06,3825410000
1031,2014-02-07,3775990000
1032,2014-02-10,3312160000
1033,2014-02-11,3699380000
1034,2014-02-12,3326380000
1035,2014-02-13,3289510000
1036,2014-02-14,3114750000
1037,2014-02-18,3421110000
1038,2014-02-19,3661570000
1039,2014-02-20,3404980000
1040,2014-02-21,3403880000
1041,2014-02-24,4014530000
1042,2014-02-25,3515560000
1043,2014-02-26,3716730000
1044,2014-02-27,3547460000
1045,2014-02-28,3917450000
1046,2014-03-03,3428220000
1047,2014-03-04,3765770000
1048,2014-03-05,3392990000
1049,2014-03-06,3360450000
1050,2014-03-07,3564740000
1051,2014-03-10,3021350000
1052,2014-03-11,3392400000
1053,2014-03-12,3270860000
1054,2014-03-13,3670990000
1055,2014-03-14,3285460000
1056,2014-03-17,2860490000
1057,2014-03-18,2930190000
1058,2014-03-19,3289210000
1059,2014-03-20,3327540000
1060,2014-03-21,5270710000
1061,2014-03-24,3409000000
1062,2014-03-25,3200560000
1063,2014-03-26,3480850000
1064,2014-03-27,3733430000
1065,2014-03-28,2955520000
1066,2014-03-31,3274300000
1067,2014-04-01,3336190000
1068,2014-04-02,3131660000
1069,2014-04-03,3055600000
1070,2014-04-04,3583750000
1071,2014-04-07,3801540000
1072,2014-04-08,3721450000
1073,2014-04-09,3308650000
1074,2014-04-10,3758780000
1075,2014-04-11,3743460000
1076,2014-04-14,3111540000
1077,2014-04-15,3736440000
1078,2014-04-16,3155080000
1079,2014-04-17,3341430000
1080,2014-04-21,2642500000
1081,2014-04-22,3215440000
1082,2014-04-23,3085720000
1083,2014-04-24,3191830000
1084,2014-04-25,3213020000
1085,2014-04-28,4034680000
1086,2014-04-29,3647820000
1087,2014-04-30,3779230000
1088,2014-05-01,3416740000
1089,2014-05-02,3159560000
1090,2014-05-05,2733730000
1091,2014-05-06,3327260000
1092,2014-05-07,3632950000
1093,2014-05-08,3393420000
1094,2014-05-09,3025020000
1095,2014-05-12,3005740000
1096,2014-05-13,2915680000
1097,2014-05-14,2822060000
1098,2014-05-15,3552640000
1099,2014-05-16,3173650000
1100,2014-05-19,2664250000
1101,2014-05-20,3007700000
1102,2014-05-21,2777140000
1103,2014-05-22,2759800000
1104,2014-05-23,2396280000
1105,2014-05-27,2911020000
1106,2014-05-28,2976450000
1107,2014-05-29,2709050000
1108,2014-05-30,3263490000
1109,2014-06-02,2509020000
1110,2014-06-03,2867180000
1111,2014-06-04,2793920000
1112,2014-06-05,3113270000
1113,2014-06-06,2864300000
1114,2014-06-09,2812180000
1115,2014-06-10,2702360000
1116,2014-06-11,2710620000
1117,2014-06-12,3040480000
1118,2014-06-13,2598230000
1119,2014-06-16,2926130000
1120,2014-06-17,2971260000
1121,2014-06-18,3065220000
1122,2014-06-19,2952150000
1123,2014-06-20,4336240000
1124,2014-06-23,2717630000
1125,2014-06-24,3089700000
1126,2014-06-25,3106710000
1127,2014-06-26,2778840000
1128,2014-06-27,4290590000
1129,2014-06-30,3037350000
1130,2014-07-01,3188240000
1131,2014-07-02,2851480000
1132,2014-07-03,1998090000
1133,2014-07-07,2681260000
1134,2014-07-08,3302430000
1135,2014-07-09,2858800000
1136,2014-07-10,3165690000
1137,2014-07-11,2684630000
1138,2014-07-14,2744920000
1139,2014-07-15,3328740000
1140,2014-07-16,3390950000
1141,2014-07-17,3381680000
1142,2014-07-18,3106060000
1143,2014-07-21,2611160000
1144,2014-07-22,2890480000
1145,2014-07-23,2869720000
1146,2014-07-24,3203530000
1147,2014-07-25,2638960000
1148,2014-07-28,2803320000
1149,2014-07-29,3183300000
1150,2014-07-30,3448250000
1151,2014-07-31,4193000000
1152,2014-08-01,3789660000
1153,2014-08-04,3072920000
1154,2014-08-05,3462520000
1155,2014-08-06,3539150000
1156,2014-08-07,3230520000
1157,2014-08-08,2902280000
1158,2014-08-11,2784890000
1159,2014-08-12,2611700000
1160,2014-08-13,2718020000
1161,2014-08-14,2609460000
1162,2014-08-15,3023380000
1163,2014-08-18,2638160000
1164,2014-08-19,2656430000
1165,2014-08-20,2579560000
1166,2014-08-21,2638920000
1167,2014-08-22,2301860000
1168,2014-08-25,2233880000
1169,2014-08-26,2451950000
1170,2014-08-27,2344350000
1171,2014-08-28,2282400000
1172,2014-08-29,2259130000
1173,2014-09-02,2819980000
1174,2014-09-03,2809980000
1175,2014-09-04,3072410000
1176,2014-09-05,2818300000
1177,2014-09-08,2789090000
1178,2014-09-09,2882830000
1179,2014-09-10,2912430000
1180,2014-09-11,2941690000
1181,2014-09-12,3206570000
1182,2014-09-15,2776530000
1183,2014-09-16,3160310000
1184,2014-09-17,3209420000
1185,2014-09-18,3235340000
1186,2014-09-19,4880220000
1187,2014-09-22,3349670000
1188,2014-09-23,3279350000
1189,2014-09-24,3313850000
1190,2014-09-25,3273050000
1191,2014-09-26,2929440000
1192,2014-09-29,3094440000
1193,2014-09-30,3951100000
1194,2014-10-01,4188590000
1195,2014-10-02,4012510000
1196,2014-10-03,3560970000
1197,2014-10-06,3358220000
1198,2014-10-07,3687870000
1199,2014-10-08,4441890000
1200,2014-10-09,4344020000
1201,2014-10-10,4550540000
1202,2014-10-13,4352580000
1203,2014-10-14,4812010000
1204,2014-10-15,6090800000
1205,2014-10-16,5073150000
1206,2014-10-17,4482120000
1207,2014-10-20,3331210000
1208,2014-10-21,3987090000
1209,2014-10-22,3761930000
1210,2014-10-23,3789250000
1211,2014-10-24,3078380000
1212,2014-10-27,3538860000
1213,2014-10-28,3653260000
1214,2014-10-29,3740350000
1215,2014-10-30,3586150000
1216,2014-10-31,4292290000
1217,2014-11-03,3555440000
1218,2014-11-04,3956260000
1219,2014-11-05,3766590000
1220,2014-11-06,3669770000
1221,2014-11-07,3704280000
1222,2014-11-10,3284940000
1223,2014-11-11,2958320000
1224,2014-11-12,3246650000
1225,2014-11-13,3455270000
1226,2014-11-14,3227130000
1227,2014-11-17,3152890000
1228,2014-11-18,3416190000
1229,2014-11-19,3390850000
1230,2014-11-20,3128290000
1231,2014-11-21,3916420000
1232,2014-11-24,3128060000
1233,2014-11-25,3392940000
1234,2014-11-26,2745260000
1235,2014-11-28,2504640000
1236,2014-12-01,4159010000
1237,2014-12-02,3686650000
1238,2014-12-03,3612680000
1239,2014-12-04,3408340000
1240,2014-12-05,3419620000
1241,2014-12-08,3800990000
1242,2014-12-09,3970150000
1243,2014-12-10,4114440000
1244,2014-12-11,3917950000
1245,2014-12-12,4157650000
1246,2014-12-15,4361990000
1247,2014-12-16,4958680000
1248,2014-12-17,4942370000
1249,2014-12-18,4703380000
1250,2014-12-19,6465530000
1251,2014-12-22,3369520000
1252,2014-12-23,3043950000
1253,2014-12-24,1416980000
1254,2014-12-26,1735230000
1255,2014-12-29,2452360000
1256,2014-12-30,2440280000
1257,2014-12-31,2606070000
1258,2015-01-02,2708700000
1259,2015-01-05,3799120000
1260,2015-01-06,4460110000
1261,2015-01-07,3805480000
1262,2015-01-08,3934010000
1263,2015-01-09,3364140000
1264,2015-01-12,3456460000
1265,2015-01-13,4107300000
1266,2015-01-14,4378680000
1267,2015-01-15,4276720000
1268,2015-01-16,4056410000
1269,2015-01-20,3944340000
1270,2015-01-21,3730070000
1271,2015-01-22,4176050000
1272,2015-01-23,3573560000
1273,2015-01-26,3465760000
1274,2015-01-27,3329810000
1275,2015-01-28,4067530000
1276,2015-01-29,4127140000
1277,2015-01-30,4568650000
1278,2015-02-02,4008330000
1279,2015-02-03,4615900000
1280,2015-02-04,4141920000
1281,2015-02-05,3821990000
1282,2015-02-06,4232970000
1283,2015-02-09,3549540000
1284,2015-02-10,3669850000
1285,2015-02-11,3596860000
1286,2015-02-12,3788350000
1287,2015-02-13,3527450000
1288,2015-02-17,3361750000
1289,2015-02-18,3370020000
1290,2015-02-19,3247100000
1291,2015-02-20,3281600000
1292,2015-02-23,3093680000
1293,2015-02-24,3199840000
1294,2015-02-25,3312340000
1295,2015-02-26,3408690000
1296,2015-02-27,3547380000
1297,2015-03-02,3409490000
1298,2015-03-03,3262300000
1299,2015-03-04,3421110000
1300,2015-03-05,3103030000
1301,2015-03-06,3853570000
1302,2015-03-09,3349090000
1303,2015-03-10,3668900000
1304,2015-03-11,3406570000
1305,2015-03-12,3405860000
1306,2015-03-13,3498560000
1307,2015-03-16,3295600000
1308,2015-03-17,3221840000
1309,2015-03-18,4128210000
1310,2015-03-19,3305220000
1311,2015-03-20,5554120000
1312,2015-03-23,3267960000
1313,2015-03-24,3189820000
1314,2015-03-25,3521140000
1315,2015-03-26,3510670000
1316,2015-03-27,3008550000
1317,2015-03-30,2917690000
1318,2015-03-31,3376550000
1319,2015-04-01,3543270000
1320,2015-04-02,3095960000
1321,2015-04-06,3302970000
1322,2015-04-07,3065510000
1323,2015-04-08,3265330000
1324,2015-04-09,3172360000
1325,2015-04-10,3156200000
1326,2015-04-13,2908420000
1327,2015-04-14,3301270000
1328,2015-04-15,4013760000
1329,2015-04-16,3434120000
1330,2015-04-17,3627600000
1331,2015-04-20,3000160000
1332,2015-04-21,3243410000
1333,2015-04-22,3348480000
1334,2015-04-23,3636670000
1335,2015-04-24,3375780000
1336,2015-04-27,3438750000
1337,2015-04-28,3546270000
1338,2015-04-29,4074970000
1339,2015-04-30,4509680000
1340,2015-05-01,3379390000
1341,2015-05-04,3091580000
1342,2015-05-05,3793950000
1343,2015-05-06,3792210000
1344,2015-05-07,3676640000
1345,2015-05-08,3399440000
1346,2015-05-11,2992670000
1347,2015-05-12,3139520000
1348,2015-05-13,3374260000
1349,2015-05-14,3225740000
1350,2015-05-15,3092080000
1351,2015-05-18,2888190000
1352,2015-05-19,3296030000
1353,2015-05-20,3025880000
1354,2015-05-21,3070460000
1355,2015-05-22,2571860000
1356,2015-05-26,3342130000
1357,2015-05-27,3127960000
1358,2015-05-28,2980350000
1359,2015-05-29,3927390000
1360,2015-06-01,3011710000
1361,2015-06-02,3049350000
1362,2015-06-03,3099980000
1363,2015-06-04,3200050000
1364,2015-06-05,3243690000
1365,2015-06-08,2917150000
1366,2015-06-09,3034580000
1367,2015-06-10,3414320000
1368,2015-06-11,3128600000
1369,2015-06-12,2719400000
1370,2015-06-15,3061570000
1371,2015-06-16,2919900000
1372,2015-06-17,3222240000
1373,2015-06-18,3520360000
1374,2015-06-19,4449810000
1375,2015-06-22,3030020000
1376,2015-06-23,3091190000
1377,2015-06-24,3102480000
1378,2015-06-25,3214610000
1379,2015-06-26,5025470000
1380,2015-06-29,3678960000
1381,2015-06-30,4078540000
1382,2015-07-01,3727260000
1383,2015-07-02,2996540000
1384,2015-07-06,3486360000
1385,2015-07-07,4458660000
1386,2015-07-08,3608780000
1387,2015-07-09,3446810000
1388,2015-07-10,3065070000
1389,2015-07-13,3096730000
1390,2015-07-14,3002120000
1391,2015-07-15,3261810000
1392,2015-07-16,3227080000
1393,2015-07-17,3362750000
1394,2015-07-20,3245870000
1395,2015-07-21,3343690000
1396,2015-07-22,3694070000
1397,2015-07-23,3772810000
1398,2015-07-24,3870040000
1399,2015-07-27,3836750000
1400,2015-07-28,4117740000
1401,2015-07-29,4038900000
1402,2015-07-30,3579410000
1403,2015-07-31,3681340000
1404,2015-08-03,3476770000
1405,2015-08-04,3546710000
1406,2015-08-05,3968680000
1407,2015-08-06,4246570000
1408,2015-08-07,3602320000
1409,2015-08-10,3514460000
1410,2015-08-11,3708880000
1411,2015-08-12,4269130000
1412,2015-08-13,3221300000
1413,2015-08-14,2795590000
1414,2015-08-17,2867690000
1415,2015-08-18,2949990000
1416,2015-08-19,3512920000
1417,2015-08-20,3922470000
1418,2015-08-21,5018240000
1419,2015-08-24,6612690000
1420,2015-08-25,5183560000
1421,2015-08-26,5338250000
1422,2015-08-27,5006390000
1423,2015-08-28,3949080000
1424,2015-08-31,3915100000
1425,2015-09-01,4371850000
1426,2015-09-02,3742620000
1427,2015-09-03,3520700000
1428,2015-09-04,3167090000
1429,2015-09-08,3548650000
1430,2015-09-09,3652120000
1431,2015-09-10,3626320000
1432,2015-09-11,3218590000
1433,2015-09-14,3000200000
1434,2015-09-15,3239860000
1435,2015-09-16,3630680000
1436,2015-09-17,4183790000
1437,2015-09-18,6021240000
1438,2015-09-21,3269350000
1439,2015-09-22,3808260000
1440,2015-09-23,3190530000
1441,2015-09-24,4091530000
1442,2015-09-25,3721870000
1443,2015-09-28,4326660000
1444,2015-09-29,4132390000
1445,2015-09-30,4525070000
1446,2015-10-01,3983600000
1447,2015-10-02,4378570000
1448,2015-10-05,4334490000
1449,2015-10-06,4202400000
1450,2015-10-07,4666470000
1451,2015-10-08,3939140000
1452,2015-10-09,3706900000
1453,2015-10-12,2893250000
1454,2015-10-13,3401920000
1455,2015-10-14,3644590000
1456,2015-10-15,3746290000
1457,2015-10-16,3595430000
1458,2015-10-19,3287320000
1459,2015-10-20,3331500000
1460,2015-10-21,3627790000
1461,2015-10-22,4430850000
1462,2015-10-23,4108460000
1463,2015-10-26,3385800000
1464,2015-10-27,4216880000
1465,2015-10-28,4698110000
1466,2015-10-29,4008940000
1467,2015-10-30,4256200000
1468,2015-11-02,3760020000
1469,2015-11-03,4272060000
1470,2015-11-04,4078870000
1471,2015-11-05,4051890000
1472,2015-11-06,4369020000
1473,2015-11-09,3882350000
1474,2015-11-10,3821440000
1475,2015-11-11,3692410000
1476,2015-11-12,4016370000
1477,2015-11-13,4278750000
1478,2015-11-16,3741240000
1479,2015-11-17,4427350000
1480,2015-11-18,3926390000
1481,2015-11-19,3628110000
1482,2015-11-20,3929600000
1483,2015-11-23,3587980000
1484,2015-11-24,3884930000
1485,2015-11-25,2852940000
1486,2015-11-27,1466840000
1487,2015-11-30,4275030000
1488,2015-12-01,3712120000
1489,2015-12-02,3950640000
1490,2015-12-03,4306490000
1491,2015-12-04,4214910000
1492,2015-12-07,4043820000
1493,2015-12-08,4173570000
1494,2015-12-09,4385250000
1495,2015-12-10,3715150000
1496,2015-12-11,4301060000
1497,2015-12-14,4612440000
1498,2015-12-15,4353540000
1499,2015-12-16,4635450000
1500,2015-12-17,4327390000
1501,2015-12-18,6683070000
1502,2015-12-21,3760280000
1503,2015-12-22,3520860000
1504,2015-12-23,3484090000
1505,2015-12-24,1411860000
1506,2015-12-28,2492510000
1507,2015-12-29,2542000000
1508,2015-12-30,2367430000
1509,2015-12-31,2655330000
1510,2016-01-04,4304880000
1511,2016-01-05,3706620000
1512,2016-01-06,4336660000
1513,2016-01-07,5076590000
1514,2016-01-08,4664940000
1515,2016-01-11,4607290000
1516,2016-01-12,4887260000
1517,2016-01-13,5087030000
1518,2016-01-14,5241110000
1519,2016-01-15,5468460000
1520,2016-01-19,4928350000
1521,2016-01-20,6416070000
1522,2016-01-21,5078810000
1523,2016-01-22,4901760000
1524,2016-01-25,4401380000
1525,2016-01-26,4357940000
1526,2016-01-27,4754040000
1527,2016-01-28,4693010000
1528,2016-01-29,5497570000
1529,2016-02-01,4322530000
1530,2016-02-02,4463190000
1531,2016-02-03,5172950000
1532,2016-02-04,5193320000
1533,2016-02-05,4929940000
1534,2016-02-08,5636460000
1535,2016-02-09,5183220000
1536,2016-02-10,4471170000
1537,2016-02-11,5500800000
1538,2016-02-12,4696920000
1539,2016-02-16,4570670000
1540,2016-02-17,5011540000
1541,2016-02-18,4436490000
1542,2016-02-19,4142850000
1543,2016-02-22,4054710000
1544,2016-02-23,3890650000
1545,2016-02-24,4317250000
1546,2016-02-25,4118210000
1547,2016-02-26,4348510000
1548,2016-02-29,4588180000
1549,2016-03-01,4819750000
1550,2016-03-02,4666610000
1551,2016-03-03,5081700000
1552,2016-03-04,6049930000
1553,2016-03-07,4968180000
1554,2016-03-08,4641650000
1555,2016-03-09,4038120000
1556,2016-03-10,4376790000
1557,2016-03-11,4078620000
1558,2016-03-14,3487850000
1559,2016-03-15,3560280000
1560,2016-03-16,4057020000
1561,2016-03-17,4530480000
1562,2016-03-18,6503140000
1563,2016-03-21,3376600000
1564,2016-03-22,3418460000
1565,2016-03-23,3639510000
1566,2016-03-24,3407720000
1567,2016-03-28,2809090000
1568,2016-03-29,3822330000
1569,2016-03-30,3590310000
1570,2016-03-31,3715280000
1571,2016-04-01,3749990000
1572,2016-04-04,3485710000
1573,2016-04-05,4154920000
1574,2016-04-06,3750800000
1575,2016-04-07,3801250000
1576,2016-04-08,3359530000
1577,2016-04-11,3567840000
1578,2016-04-12,4239740000
1579,2016-04-13,4191830000
1580,2016-04-14,3765870000
1581,2016-04-15,3701450000
1582,2016-04-18,3316880000
1583,2016-04-19,3896830000
1584,2016-04-20,4184880000
1585,2016-04-21,4175290000
1586,2016-04-22,3790580000
1587,2016-04-25,3319740000
1588,2016-04-26,3557190000
1589,2016-04-27,4100110000
1590,2016-04-28,4309840000
1591,2016-04-29,4704720000
1592,2016-05-02,3841110000
1593,2016-05-03,4173390000
1594,2016-05-04,4058560000
1595,2016-05-05,4008530000
1596,2016-05-06,3796350000
1597,2016-05-09,3788620000
1598,2016-05-10,3600200000
1599,2016-05-11,3821980000
1600,2016-05-12,3782390000
1601,2016-05-13,3579880000
1602,2016-05-16,3501360000
1603,2016-05-17,4108960000
1604,2016-05-18,4101320000
1605,2016-05-19,3846770000
1606,2016-05-20,3507650000
1607,2016-05-23,3055480000
1608,2016-05-24,3627340000
1609,2016-05-25,3859160000
1610,2016-05-26,3230990000
1611,2016-05-27,3079150000
1612,2016-05-31,4514410000
1613,2016-06-01,3525170000
1614,2016-06-02,3632720000
1615,2016-06-03,3627780000
1616,2016-06-06,3442020000
1617,2016-06-07,3534730000
1618,2016-06-08,3562060000
1619,2016-06-09,3290320000
1620,2016-06-10,3515010000
1621,2016-06-13,3392030000
1622,2016-06-14,3759770000
1623,2016-06-15,3544720000
1624,2016-06-16,3628280000
1625,2016-06-17,4952630000
1626,2016-06-20,3467440000
1627,2016-06-21,3232880000
1628,2016-06-22,3168160000
1629,2016-06-23,3297940000
1630,2016-06-24,7597450000
1631,2016-06-27,5431220000
1632,2016-06-28,4385810000
1633,2016-06-29,4241740000
1634,2016-06-30,4622820000
1635,2016-07-01,3458890000
1636,2016-07-05,3658380000
1637,2016-07-06,3909380000
1638,2016-07-07,3604550000
1639,2016-07-08,3607500000
1640,2016-07-11,3253340000
1641,2016-07-12,4097820000
1642,2016-07-13,3502320000
1643,2016-07-14,3465610000
1644,2016-07-15,3122600000
1645,2016-07-18,3009310000
1646,2016-07-19,2968340000
1647,2016-07-20,3211860000
1648,2016-07-21,3438900000
1649,2016-07-22,3023280000
1650,2016-07-25,3057240000
1651,2016-07-26,3442350000
1652,2016-07-27,3995500000
1653,2016-07-28,3664240000
1654,2016-07-29,4038840000
1655,2016-08-01,3505990000
1656,2016-08-02,3848750000
1657,2016-08-03,3786530000
1658,2016-08-04,3709200000
1659,2016-08-05,3663070000
1660,2016-08-08,3327550000
1661,2016-08-09,3334300000
1662,2016-08-10,3254950000
1663,2016-08-11,3423160000
1664,2016-08-12,3000660000
1665,2016-08-15,3078530000
1666,2016-08-16,3196400000
1667,2016-08-17,3388910000
1668,2016-08-18,3300570000
1669,2016-08-19,3084800000
1670,2016-08-22,2777550000
1671,2016-08-23,3041490000
1672,2016-08-24,3148280000
1673,2016-08-25,2969310000
1674,2016-08-26,3342340000
1675,2016-08-29,2654780000
1676,2016-08-30,3006800000
1677,2016-08-31,3766390000
1678,2016-09-01,3392120000
1679,2016-09-02,3091120000
1680,2016-09-06,3447650000
1681,2016-09-07,3319420000
1682,2016-09-08,3727840000
1683,2016-09-09,4233960000
1684,2016-09-12,4010480000
1685,2016-09-13,4141670000
1686,2016-09-14,3664100000
1687,2016-09-15,3373720000
1688,2016-09-16,5014360000
1689,2016-09-19,3163000000
1690,2016-09-20,3140730000
1691,2016-09-21,3712090000
1692,2016-09-22,3552830000
1693,2016-09-23,3317190000
1694,2016-09-26,3216170000
1695,2016-09-27,3437770000
1696,2016-09-28,3891460000
1697,2016-09-29,4249220000
1698,2016-09-30,4173340000
1699,2016-10-03,3137550000
1700,2016-10-04,3750890000
1701,2016-10-05,3906550000
1702,2016-10-06,3461550000
1703,2016-10-07,3619890000
1704,2016-10-10,2916550000
1705,2016-10-11,3438270000
1706,2016-10-12,2977100000
1707,2016-10-13,3580450000
1708,2016-10-14,3228150000
1709,2016-10-17,2830390000
1710,2016-10-18,3170000000
1711,2016-10-19,3362670000
1712,2016-10-20,3337170000
1713,2016-10-21,3448850000
1714,2016-10-24,3357320000
1715,2016-10-25,3751340000
1716,2016-10-26,3775200000
1717,2016-10-27,4204830000
1718,2016-10-28,4019510000
1719,2016-10-31,3922400000
1720,2016-11-01,4532160000
1721,2016-11-02,4248580000
1722,2016-11-03,3886740000
1723,2016-11-04,3837860000
1724,2016-11-07,3736060000
1725,2016-11-08,3916930000
1726,2016-11-09,6264150000
1727,2016-11-10,6451640000
1728,2016-11-11,4988050000
1729,2016-11-14,5367200000
1730,2016-11-15,4543860000
1731,2016-11-16,3830590000
1732,2016-11-17,3809160000
1733,2016-11-18,3572400000
1734,2016-11-21,3607010000
1735,2016-11-22,3957940000
1736,2016-11-23,3418640000
1737,2016-11-25,1584600000
1738,2016-11-28,3505650000
1739,2016-11-29,3706560000
1740,2016-11-30,5533980000
1741,2016-12-01,5063740000
1742,2016-12-02,3779500000
1743,2016-12-05,3895230000
1744,2016-12-06,3855320000
1745,2016-12-07,4501820000
1746,2016-12-08,4200580000
1747,2016-12-09,3884480000
1748,2016-12-12,4034510000
1749,2016-12-13,3857590000
1750,2016-12-14,4406970000
1751,2016-12-15,4168200000
1752,2016-12-16,5920340000
1753,2016-12-19,3248370000
1754,2016-12-20,3298780000
1755,2016-12-21,2852230000
1756,2016-12-22,2876320000
1757,2016-12-23,2020550000
1758,2016-12-27,1987080000
1759,2016-12-28,2392360000
1760,2016-12-29,2336370000
1761,2016-12-30,2670900000
1762,2017-01-03,3770530000
1763,2017-01-04,3764890000
1764,2017-01-05,3761820000
1765,2017-01-06,3339890000
1766,2017-01-09,3217610000
1767,2017-01-10,3638790000
1768,2017-01-11,3620410000
1769,2017-01-12,3462130000
1770,2017-01-13,3081270000
1771,2017-01-17,3584990000
1772,2017-01-18,3315250000
1773,2017-01-19,3165970000
1774,2017-01-20,3524970000
1775,2017-01-23,3152710000
1776,2017-01-24,3810960000
1777,2017-01-25,3846020000
1778,2017-01-26,3610360000
1779,2017-01-27,3135890000
1780,2017-01-30,3591270000
1781,2017-01-31,4087450000
1782,2017-02-01,3916610000
1783,2017-02-02,3807710000
1784,2017-02-03,3597970000
1785,2017-02-06,3109050000
1786,2017-02-07,3448690000
1787,2017-02-08,3609740000
1788,2017-02-09,3677940000
1789,2017-02-10,3475020000
1790,2017-02-13,3349730000
1791,2017-02-14,3520910000
1792,2017-02-15,3775590000
1793,2017-02-16,3672370000
1794,2017-02-17,3513060000
1795,2017-02-21,3579780000
1796,2017-02-22,3468670000
1797,2017-02-23,4015260000
1798,2017-02-24,3831570000
1799,2017-02-27,3582610000
1800,2017-02-28,4210140000
1801,2017-03-01,4345180000
1802,2017-03-02,3821320000
1803,2017-03-03,3555260000
1804,2017-03-06,3232700000
1805,2017-03-07,3518390000
1806,2017-03-08,3812100000
1807,2017-03-09,3716340000
1808,2017-03-10,3432950000
1809,2017-03-13,3133900000
1810,2017-03-14,3172630000
1811,2017-03-15,3906840000
1812,2017-03-16,3365660000
1813,2017-03-17,5178040000
1814,2017-03-20,3054930000
1815,2017-03-21,4265590000
1816,2017-03-22,3572730000
1817,2017-03-23,3260600000
1818,2017-03-24,2975130000
1819,2017-03-27,3240230000
1820,2017-03-28,3367780000
1821,2017-03-29,3106940000
1822,2017-03-30,3158420000
1823,2017-03-31,3354110000
1824,2017-04-03,3416400000
1825,2017-04-04,3206240000
1826,2017-04-05,3770520000
1827,2017-04-06,3201920000
1828,2017-04-07,3053150000
1829,2017-04-10,2785410000
1830,2017-04-11,3117420000
1831,2017-04-12,3196950000
1832,2017-04-13,3143890000
1833,2017-04-17,2824710000
1834,2017-04-18,3269840000
1835,2017-04-19,3519900000
1836,2017-04-20,3647420000
1837,2017-04-21,3503360000
1838,2017-04-24,3690650000
1839,2017-04-25,3995240000
1840,2017-04-26,4105920000
1841,2017-04-27,4098460000
1842,2017-04-28,3718270000
1843,2017-05-01,3199240000
1844,2017-05-02,3813680000
1845,2017-05-03,3893990000
1846,2017-05-04,4362540000
1847,2017-05-05,3540140000
1848,2017-05-08,3429440000
1849,2017-05-09,3653590000
1850,2017-05-10,3643530000
1851,2017-05-11,3727420000
1852,2017-05-12,3305630000
1853,2017-05-15,3473600000
1854,2017-05-16,3420790000
1855,2017-05-17,4163000000
1856,2017-05-18,4319420000
1857,2017-05-19,3825160000
1858,2017-05-22,3172830000
1859,2017-05-23,3213570000
1860,2017-05-24,3389900000
1861,2017-05-25,3535390000
1862,2017-05-26,2805040000
1863,2017-05-30,3203160000
1864,2017-05-31,4516110000
1865,2017-06-01,3857140000
1866,2017-06-02,3461680000
1867,2017-06-05,2912600000
1868,2017-06-06,3357840000
1869,2017-06-07,3572300000
1870,2017-06-08,3728860000
1871,2017-06-09,4027340000
1872,2017-06-12,4027750000
1873,2017-06-13,3275500000
1874,2017-06-14,3555590000
1875,2017-06-15,3353050000
1876,2017-06-16,5284720000
1877,2017-06-19,3264700000
1878,2017-06-20,3416510000
1879,2017-06-21,3594820000
1880,2017-06-22,3468210000
1881,2017-06-23,5278330000
1882,2017-06-26,3238970000
1883,2017-06-27,3563910000
1884,2017-06-28,3500800000
1885,2017-06-29,3900280000
1886,2017-06-30,3361590000
1887,2017-07-03,1962290000
1888,2017-07-05,3367220000
1889,2017-07-06,3364520000
1890,2017-07-07,2901330000
1891,2017-07-10,2999130000
1892,2017-07-11,3106750000
1893,2017-07-12,3171620000
1894,2017-07-13,3067670000
1895,2017-07-14,2736640000
1896,2017-07-17,2793170000
1897,2017-07-18,2962130000
1898,2017-07-19,3059760000
1899,2017-07-20,3182780000
1900,2017-07-21,3059570000
1901,2017-07-24,3010240000
1902,2017-07-25,4108060000
1903,2017-07-26,3557020000
1904,2017-07-27,3995520000
1905,2017-07-28,3294770000
1906,2017-07-31,3469210000
1907,2017-08-01,3460860000
1908,2017-08-02,3478580000
1909,2017-08-03,3645020000
1910,2017-08-04,3235140000
1911,2017-08-07,2931780000
1912,2017-08-08,3344640000
1913,2017-08-09,3308060000
1914,2017-08-10,3621070000
1915,2017-08-11,3159930000
1916,2017-08-14,2822550000
1917,2017-08-15,2913100000
1918,2017-08-16,2953650000
1919,2017-08-17,3142620000
1920,2017-08-18,3415680000
1921,2017-08-21,2788150000
1922,2017-08-22,2777490000
1923,2017-08-23,2785290000
1924,2017-08-24,2846590000
1925,2017-08-25,2588780000
1926,2017-08-28,2677700000
1927,2017-08-29,2737580000
