,ABC,AWK,AZO,CHTR,COO,COST,DVA,EW,FIS,HRL,MCK,MNST,NFLX,SHW,VZ,WEC,BAX,HSY,KO,MKC,MO,AAP,CHD,DLTR,SJM,T,BMY,ED,LH,FE,LUMN,WLTW,BR,DGX,MCD,MDLZ,ACN,BIIB,CMG,GILD,IBM,PM,TJX,TSLA,TYL,VRTX,DG,NEM,AMGN,ORLY,EIX,LMT,VRSK,ABT,NEE,DUK,WMT,CBOE,CL,KMB,KMI,SO,LLY,TGT,DTE,FLT,HII,APTV,NVR,RE,SBAC,SRE,WBA,CAG,KR,NLSN,PG,AEP,CPB,K,CLX,GIS,JNJ,PSX,FB,NOW,ATVI,ECL,HUM,LDOS,TSN,BDX,D,AMCR,XYL,AAPL,ATO,PBCT,FANG,MRK,NCLH,ABBV,FRC,EXC,ETR,CDW,CHRW,IQV,MSFT,WRB,ZTS,ALLE,PEP,O,HLT,TWTR,WELL,WM,HAS,PAYC,ANET,BIO,CVS,SNPS,TFX,AMZN,INFO,MLM,STZ,MAA,GOOGL,HD,INTC,TAP,EVRG,DLR,VRSN,PPL,SYY,CPRT,MSI,AJG,NWS,ROST,AMT,CFG,DPZ,GRMN,KEYS,SYK,TDG,SYF,UPS,RSG,CNP,DRI,FTV,CCI,XEL,LW,EL,PGR,GWW,NOC,HCA,PEG,UA,DISCK,PFE,AEE,ES,CME,RMD,CTLT,IR,CTXS,EQIX,NLOK,WST,LIN,CERN,GOOG,PSA,AON,FLIR
2013-09-24,0.10085302735915276,0.0,0.0,0.03097877381833274,0.0,0.0,0.0,0.0,0.0,0.0,0.04152682017747954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.073646040366392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026674747861409817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03888979537001281,0.06072082833860856,0.0,0.17852541839448133,0.15645358553061264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041832296420179466,0.0,0.08968820905191983,0.0,0.0,0.04908063316766012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036093603380938734,0.028461893427415546,0.01206787022948736,0.007015569800393033,0.00613191797792631,0.005474884818044019,0.015479862782892916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-25,0.10112368937044575,0.0,0.0,0.03168725953412709,0.0,0.0,0.0,0.0,0.0,0.0,0.04175526689163139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07283503648172472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02662618256335621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03815016343346991,0.06123950628143167,0.0,0.17832059389862093,0.1555406984232328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04165191159552166,0.0,0.09078110413019926,0.0,0.0,0.04865268778843571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036884347071341014,0.028361476200285025,0.01209469503818971,0.007042145619225046,0.006057730424262094,0.00566422482888439,0.015126638205017131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-26,0.10070352202635889,0.0,0.0,0.0319432960186769,0.0,0.0,0.0,0.0,0.0,0.0,0.041466868732455295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07317328325488155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02656001474434836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03802312738175235,0.06123932942876292,0.0,0.17990115903907886,0.154941937340288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041879357756690536,0.0,0.09030625495085505,0.0,0.0,0.04822596609564865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03732996582129279,0.02819588919278174,0.012057431092032231,0.007030439941355035,0.005973811371066029,0.005687668940918793,0.014958704282189013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-27,0.10095076785139684,0.0,0.0,0.0313902985254331,0.0,0.0,0.0,0.0,0.0,0.0,0.04176183979270307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07249095256748898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026606805088664576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03815646623570449,0.061678394832822794,0.0,0.17914419866463316,0.1552320437962781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04195021852725997,0.0,0.09031345374626526,0.0,0.0,0.048055765355859266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03797835378640895,0.0282797707360344,0.011928621033026929,0.00696222750237505,0.005983125718688128,0.0057369932321436,0.014997532517162047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-09-30,0.10115948717100069,0.0,0.0,0.03182892706427098,0.0,0.0,0.0,0.0,0.0,0.0,0.041650092162319394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07239884920896839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026892820345693947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037917723214947394,0.06242342616510836,0.0,0.17768914546113448,0.15510391111642027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04214636654794225,0.0,0.09074185996433373,0.0,0.0,0.04766790958302135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03741663204018567,0.02811326197998714,0.011888712161874794,0.007043533160102879,0.005977930148799795,0.006631056426005114,0.014904166865516924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04715833759722603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1929408378884021,0.0,0.0,0.0,0.0,0.0,0.010698882445049393,0.0,0.0,0.08844024944986206,0.0,0.0,0.0,0.0,0.03555959614670483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0512865246635209,0.0,0.0,0.0352393719215863,0.0,0.031076245298869345,0.09560175620470059,0.0,0.0,0.0,0.0,0.01775229757730047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037153183925469915,0.0,0.009871272047243444,0.0,0.0,0.0,0.0,0.041435622467459764,0.025564944459700617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023898366765475777,0.018056126270948335,0.0,0.0,0.0,0.0,0.0,0.049743881476675765,0.18819427472767347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047147482622827516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19263808081062997,0.0,0.0,0.0,0.0,0.0,0.010839037486423597,0.0,0.0,0.0889146233796129,0.0,0.0,0.0,0.0,0.035711760302561686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051624681171940474,0.0,0.0,0.03526226619550145,0.0,0.030623817671512184,0.09486832570268887,0.0,0.0,0.0,0.0,0.017401377204778364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036927318203838384,0.0,0.010118960748127643,0.0,0.0,0.0,0.0,0.04155069649616131,0.025327436585614777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02393942216777413,0.01841226385288538,0.0,0.0,0.0,0.0,0.0,0.04983440113645615,0.1885283402366685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04705343672197188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19234818942859108,0.0,0.0,0.0,0.0,0.0,0.010905822867945458,0.0,0.0,0.08902899805741367,0.0,0.0,0.0,0.0,0.0352984714688997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05196686286143297,0.0,0.0,0.03516823386824257,0.0,0.030350916257212666,0.09515024936518836,0.0,0.0,0.0,0.0,0.017685381939172722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03683969604419466,0.0,0.010086976910654506,0.0,0.0,0.0,0.0,0.04142840374657026,0.025352139203744937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023632124961328185,0.01853979183954152,0.0,0.0,0.0,0.0,0.0,0.049720363016225594,0.18911118585253836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04687588524532075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1918259979913215,0.0,0.0,0.0,0.0,0.0,0.010870480590061923,0.0,0.0,0.08989715020952214,0.0,0.0,0.0,0.0,0.035165088945494076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05232162621245958,0.0,0.0,0.035189879065640035,0.0,0.02994707243861403,0.09568228521385726,0.0,0.0,0.0,0.0,0.01758846270653834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03674513692760962,0.0,0.010018929956183946,0.0,0.0,0.0,0.0,0.04146781572830844,0.025137434884551203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02426475249923981,0.019144314050605526,0.0,0.0,0.0,0.0,0.0,0.049645793558612955,0.18788268128582303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046968374299105775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19293328248122102,0.0,0.0,0.0,0.0,0.0,0.010773904490034769,0.0,0.0,0.08966010877195342,0.0,0.0,0.0,0.0,0.03511946403634174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05127586246599999,0.0,0.0,0.0354256369174524,0.0,0.030446911818544378,0.09591080268774416,0.0,0.0,0.0,0.0,0.01758660847932524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03688473165741143,0.0,0.010078255164139118,0.0,0.0,0.0,0.0,0.04111811830573769,0.025205502719939685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02420893914111766,0.018878535713154936,0.0,0.0,0.0,0.0,0.0,0.049548079884889205,0.1876450449470454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047075658085060354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19530589780997729,0.0,0.0,0.0,0.0,0.0,0.010787817553532517,0.0,0.0,0.08951210102804351,0.0,0.0,0.0,0.0,0.0349753834142259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0509384617295086,0.0,0.0,0.035154342108528906,0.0,0.030397574856967455,0.09703385798971195,0.0,0.0,0.0,0.0,0.017572772577315505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594014434156891,0.0,0.010050329409069038,0.0,0.0,0.0,0.0,0.04126449778143508,0.02517332488223771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022755228084677684,0.017467291290589663,0.0,0.0,0.0,0.0,0.0,0.04935994379272445,0.1889010991619541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04739368272057273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1947571415332736,0.0,0.0,0.0,0.0,0.0,0.010761741366554207,0.0,0.0,0.08925556371654896,0.0,0.0,0.0,0.0,0.034681041644165966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05131718120582761,0.0,0.0,0.03463670898268237,0.0,0.030327667602365264,0.09745105796305753,0.0,0.0,0.0,0.0,0.017582525100077545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036003160831186695,0.0,0.009989428527056065,0.0,0.0,0.0,0.0,0.041730432674172944,0.02535136511753561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022604077604309044,0.017191753357813495,0.0,0.0,0.0,0.0,0.0,0.049806962887815664,0.18882382657415414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04745992493209145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19458496698920946,0.0,0.0,0.0,0.0,0.0,0.010614154910948012,0.0,0.0,0.08985567981356765,0.0,0.0,0.0,0.0,0.03450452158249359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050860469117844795,0.0,0.0,0.03463585621084784,0.0,0.03074760471538194,0.09708775405093985,0.0,0.0,0.0,0.0,0.017731179107194423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03630013851065404,0.0,0.009931160158363747,0.0,0.0,0.0,0.0,0.04130338613189028,0.02558172952399795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023152033481873086,0.018019224931198487,0.0,0.0,0.0,0.0,0.0,0.049654202324067594,0.18764915390480574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04747320275948153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1939476783113997,0.0,0.0,0.0,0.0,0.0,0.010641404221324861,0.0,0.0,0.08908136289389774,0.0,0.0,0.0,0.0,0.034792900124676916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05084636872717282,0.0,0.0,0.03506812876237867,0.0,0.030461798311356984,0.09747518666054436,0.0,0.0,0.0,0.0,0.017693782700844464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03585159422382788,0.0,0.00992284665363594,0.0,0.0,0.0,0.0,0.042114769817123705,0.025398637746720496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023057715828576377,0.017920418721218693,0.0,0.0,0.0,0.0,0.0,0.050197111141356984,0.18772996208720044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04737504508762285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19324370694086462,0.0,0.0,0.0,0.0,0.0,0.01068238395864713,0.0,0.0,0.08914741308818738,0.0,0.0,0.0,0.0,0.035289398600160504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05020828569162042,0.0,0.0,0.03535341736271442,0.0,0.030812190048281785,0.09784432182914556,0.0,0.0,0.0,0.0,0.017966584491833075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035929555991885735,0.0,0.009963141303276716,0.0,0.0,0.0,0.0,0.04206387857225992,0.025368194805807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023267639960845708,0.01804525713412167,0.0,0.0,0.0,0.0,0.0,0.050220438368203,0.1868937070615322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
