,ABC,AWK,AZO,CHTR,COO,COST,DVA,EW,FIS,HRL,MCK,MNST,NFLX,SHW,VZ,WEC,BAX,HSY,KO,MKC,MO,AAP,CHD,DLTR,SJM,T,BMY,ED,LH,FE,LUMN,WLTW,BR,DGX,MCD,MDLZ,ACN,BIIB,CMG,GILD,IBM,PM,TJX,TSLA,TYL,VRTX,DG,NEM,AMGN,ORLY,EIX,LMT,VRSK,ABT,NEE,DUK,WMT,CBOE,CL,KMB,KMI,SO,LLY,TGT,DTE,FLT,HII,APTV,NVR,RE,SBAC,SRE,WBA,CAG,KR,NLSN,PG,AEP,CPB,K,CLX,GIS,JNJ,PSX,FB,NOW,ATVI,ECL,HUM,LDOS,TSN,BDX,D,AMCR,XYL,AAPL,ATO,PBCT,FANG,MRK,NCLH,ABBV,FRC,EXC,ETR,CDW,CHRW,IQV,MSFT,WRB,ZTS,ALLE,PEP,O,HLT,TWTR,WELL,WM,HAS,PAYC,ANET,BIO,CVS,SNPS,TFX,AMZN,INFO,MLM,STZ,MAA,GOOGL,HD,INTC,TAP,EVRG,DLR,VRSN,PPL,SYY,CPRT,MSI,AJG,NWS,ROST,AMT,CFG,DPZ,GRMN,KEYS,SYK,TDG,SYF,UPS,RSG,CNP,DRI,FTV,CCI,XEL,LW,EL,PGR,GWW,NOC,HCA,PEG,UA,DISCK,PFE,AEE,ES,CME,RMD,CTLT,IR,CTXS,EQIX,NLOK,WST,LIN,CERN,GOOG,PSA,AON,FLIR
2014-07-15,0.009134075729252567,0.0,0.15748282226128896,0.0,0.0,0.0,0.006972982110725653,0.0,0.0,0.03123196726044075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1404906187117677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00832009397894764,0.0,0.0,0.0,0.0,0.030840845732140444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04101547218737878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034626560526614905,0.0,0.0,0.0,0.0,0.02101838017030602,0.01457071516147734,0.0,0.0,0.0,0.0,0.0,0.027145618199544575,0.013628039689201496,0.0,0.02489440069882621,0.0,0.0,0.0,0.0,0.24047067600184285,0.0,0.015619142177284042,0.0026997753770640217,0.0,0.0,0.0,0.0,0.0,0.0,0.040811800318987575,0.0,0.031768814175270506,0.00805970021596527,0.0,0.0,0.006715209646601923,0.0,0.0,0.0,0.0,0.07775930325287335,0.014014161194632675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-16,0.009182934091012058,0.0,0.15723972464145122,0.0,0.0,0.0,0.007037730772418065,0.0,0.0,0.031089155158721304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14092167969141453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00836293763003511,0.0,0.0,0.0,0.0,0.030923519475926562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04124942454889546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034655383740813665,0.0,0.0,0.0,0.0,0.02090733044171425,0.014654190153347608,0.0,0.0,0.0,0.0,0.0,0.0272008701377945,0.013641805687020865,0.0,0.02506441643429059,0.0,0.0,0.0,0.0,0.23839045647733512,0.0,0.01575871656990338,0.0027186553442923723,0.0,0.0,0.0,0.0,0.0,0.0,0.04102529173738017,0.0,0.03212826832685702,0.008027096632931564,0.0,0.0,0.006898015141105313,0.0,0.0,0.0,0.0,0.07809938021174458,0.014113036899235888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-17,0.009276592720442803,0.0,0.157295858482606,0.0,0.0,0.0,0.007095313265359462,0.0,0.0,0.03150972293221701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14206761625710168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008388231953517263,0.0,0.0,0.0,0.0,0.031231617410959093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041341910580065255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03483116160293118,0.0,0.0,0.0,0.0,0.02091050420515394,0.014510958618266205,0.0,0.0,0.0,0.0,0.0,0.027541217675141325,0.013623923302557876,0.0,0.02507184811335406,0.0,0.0,0.0,0.0,0.23734146792513777,0.0,0.015683364197766777,0.0027707769456944173,0.0,0.0,0.0,0.0,0.0,0.0,0.041222013193259646,0.0,0.03183117910032608,0.00799395685607015,0.0,0.0,0.00693043459535294,0.0,0.0,0.0,0.0,0.07680893088895022,0.014001514310887897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-18,0.009234727242007915,0.0,0.1545879237842003,0.0,0.0,0.0,0.007071576929246552,0.0,0.0,0.031603684482149445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14272645948847243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008361275930216643,0.0,0.0,0.0,0.0,0.03133650281829877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04145616193773721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03517366742891177,0.0,0.0,0.0,0.0,0.020859491319814655,0.01423575799023904,0.0,0.0,0.0,0.0,0.0,0.02745898194721084,0.0135690638788938,0.0,0.02525831740009725,0.0,0.0,0.0,0.0,0.238455804777722,0.0,0.01600586153521666,0.0027888012245947348,0.0,0.0,0.0,0.0,0.0,0.0,0.04143618724994748,0.0,0.03214947427590827,0.008032651797741553,0.0,0.0,0.007023194321144376,0.0,0.0,0.0,0.0,0.07641892626745012,0.014042401241520043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-21,0.00922080090742961,0.0,0.15342858472783827,0.0,0.0,0.0,0.006819244487677206,0.0,0.0,0.03135524021937427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14259505779807954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00840128027199343,0.0,0.0,0.0,0.0,0.03125538383365189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04153364995656375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035369609809448956,0.0,0.0,0.0,0.0,0.02083123626765437,0.015084197571779572,0.0,0.0,0.0,0.0,0.0,0.027471559611914418,0.013574203696063047,0.0,0.025168170659190327,0.0,0.0,0.0,0.0,0.23789859828679097,0.0,0.01628195062155606,0.002862974269191013,0.0,0.0,0.0,0.0,0.0,0.0,0.04147277887327532,0.0,0.03241440821510584,0.008014021942528747,0.0,0.0,0.007151552076323276,0.0,0.0,0.0,0.0,0.0769737172978042,0.01410661685625128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-22,0.009330938196409594,0.0,0.15223077864086296,0.0,0.0,0.0,0.006872247001931825,0.0,0.0,0.03146446155948873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1421089435416419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008454324524164268,0.0,0.0,0.0,0.0,0.03140397314684221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041332330152119345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03536067276272505,0.0,0.0,0.0,0.0,0.02099162816942072,0.01536506286809255,0.0,0.0,0.0,0.0,0.0,0.027812653917078926,0.013596176291503536,0.0,0.025134867055149234,0.0,0.0,0.0,0.0,0.24035464818001534,0.0,0.016226944524363695,0.002842635405241084,0.0,0.0,0.0,0.0,0.0,0.0,0.041362933118086156,0.0,0.03232254183870165,0.008068378071957196,0.0,0.0,0.007024716759819756,0.0,0.0,0.0,0.0,0.07578454975541618,0.013839511171463197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-23,0.009390886635500714,0.0,0.15125422154264628,0.0,0.0,0.0,0.006884646290985736,0.0,0.0,0.03125338573058428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14165231396180872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008528598349016763,0.0,0.0,0.0,0.0,0.03128090518770221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041465856431716144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571911527551181,0.0,0.0,0.0,0.0,0.020968507154036888,0.015636220338104502,0.0,0.0,0.0,0.0,0.0,0.027862835049272998,0.013697221695640333,0.0,0.02514295573869735,0.0,0.0,0.0,0.0,0.24013031141650137,0.0,0.016730274908885952,0.002832200049203978,0.0,0.0,0.0,0.0,0.0,0.0,0.04159754054119261,0.0,0.0321483472982847,0.00829371483393529,0.0,0.0,0.007142269495555513,0.0,0.0,0.0,0.0,0.07587349732963224,0.013798803009312788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-24,0.009637891256243439,0.0,0.15264237233151212,0.0,0.0,0.0,0.006873044843989712,0.0,0.0,0.031020712418116395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1420622283467284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008513023491015717,0.0,0.0,0.0,0.0,0.031148886419798134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041365662288152215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03561620093814153,0.0,0.0,0.0,0.0,0.020829646895805683,0.015064895082922232,0.0,0.0,0.0,0.0,0.0,0.028189528189138224,0.013649215716413489,0.0,0.02504231505830261,0.0,0.0,0.0,0.0,0.23901539383667778,0.0,0.01751283156951242,0.002876863989771256,0.0,0.0,0.0,0.0,0.0,0.0,0.041477001837842226,0.0,0.0318931007394847,0.008240810664123408,0.0,0.0,0.0071213611927641125,0.0,0.0,0.0,0.0,0.07563272820873392,0.013862303960688433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-25,0.009731702233972043,0.0,0.1532107049668328,0.0,0.0,0.0,0.006860703569694721,0.0,0.0,0.031157870078642038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14164237379349642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008526186423895752,0.0,0.0,0.0,0.0,0.031173913486620897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041426247617319424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035438355930634845,0.0,0.0,0.0,0.0,0.020969181917319814,0.014991175226776478,0.0,0.0,0.0,0.0,0.0,0.02814726602922561,0.013655708906155315,0.0,0.024779929943759483,0.0,0.0,0.0,0.0,0.23981049330019216,0.0,0.017635832506009776,0.002903561708080703,0.0,0.0,0.0,0.0,0.0,0.0,0.04136743284673324,0.0,0.03170892380072751,0.0083300977424787,0.0,0.0,0.006963645323871298,0.0,0.0,0.0,0.0,0.07509165586680891,0.013762057943658437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-28,0.009792513947251913,0.0,0.152551740665825,0.0,0.0,0.0,0.0068769605379883116,0.0,0.0,0.030870808863526812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.141099264882805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008541289560461313,0.0,0.0,0.0,0.0,0.031154088548014467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04183126049919762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0351624178741097,0.0,0.0,0.0,0.0,0.020985647794372623,0.015072460845955772,0.0,0.0,0.0,0.0,0.0,0.027778532807134604,0.013791098486421334,0.0,0.0254029607963879,0.0,0.0,0.0,0.0,0.23940717411353596,0.0,0.017542949073594275,0.0028307369701262228,0.0,0.0,0.0,0.0,0.0,0.0,0.04190083944673404,0.0,0.03132907449267637,0.008431032276240934,0.0,0.0,0.006878928206066371,0.0,0.0,0.0,0.0,0.07615717769555465,0.013897265247920966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-29,0.009867670492233199,0.0,0.15233707501951527,0.0,0.0,0.0,0.006869649991314255,0.0,0.0,0.03081652525793424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140472479508784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009080871974655187,0.0,0.0,0.0,0.0,0.031132216265272943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041534758200600604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03498628770115144,0.0,0.0,0.0,0.0,0.02077793881433495,0.015204230338236107,0.0,0.0,0.0,0.0,0.0,0.027984773981623957,0.013419978854074432,0.0,0.02526381684902462,0.0,0.0,0.0,0.0,0.2402075009702233,0.0,0.01734279133061328,0.002911183706287789,0.0,0.0,0.0,0.0,0.0,0.0,0.04153844190667331,0.0,0.032118968319572075,0.00841690340848182,0.0,0.0,0.006976468466468649,0.0,0.0,0.0,0.0,0.0753745118667951,0.013715495582333495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-30,0.009935882041882843,0.0,0.15627451525995095,0.0,0.0,0.0,0.006886889458324263,0.0,0.0,0.030372823002975835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14034597299001458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00907527274171017,0.0,0.0,0.0,0.0,0.03036064935145889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040772995751057715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03499517662916151,0.0,0.0,0.0,0.0,0.02071955812480233,0.015102806940096138,0.0,0.0,0.0,0.0,0.0,0.02776305307013021,0.013498279558612523,0.0,0.024820310082548095,0.0,0.0,0.0,0.0,0.24164719821822242,0.0,0.017617582272565133,0.003062643342623591,0.0,0.0,0.0,0.0,0.0,0.0,0.041076777581355965,0.0,0.03153749905834301,0.008419480398504355,0.0,0.0,0.006926306954066481,0.0,0.0,0.0,0.0,0.07446957267457653,0.013599637890830902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-31,0.009967877659282361,0.0,0.15743311493428452,0.0,0.0,0.0,0.006916090854745674,0.0,0.0,0.03022161164476967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1408972056331251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00910463652272281,0.0,0.0,0.0,0.0,0.030077021510494312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04040311764638246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03469616876137301,0.0,0.0,0.0,0.0,0.020824201799617754,0.015400069509667783,0.0,0.0,0.0,0.0,0.0,0.027803343881751565,0.013356969859507552,0.0,0.024756014610154108,0.0,0.0,0.0,0.0,0.2403954978906485,0.0,0.017426379716462242,0.002923153004892891,0.0,0.0,0.0,0.0,0.0,0.0,0.04096087946483826,0.0,0.031063423410997316,0.008338393621293185,0.0,0.0,0.006833165020762194,0.0,0.0,0.0,0.0,0.07589054932375795,0.013579926037542314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,0.022727500949294623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028854915327255034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0712324391272562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859083966686042,0.0,0.16165670449499325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012368651625148927,0.0,0.0,0.04801667801122942,0.0,0.06606180398266148,0.0,0.0,0.0,0.0890783829012942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02575404537134792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045112272649963196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10258113494560032,0.01765042367516651,0.18008102726833877,0.042177000336783566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-04,0.022794093672920818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028498194814647552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07171813574390408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08621680798915894,0.0,0.1624891114938813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01255940798670881,0.0,0.0,0.047921877257243006,0.0,0.06508150160402931,0.0,0.0,0.0,0.08897496489156603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025861253065814906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044706907645634925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10144167395202465,0.017788113598624027,0.18067752569116766,0.04253430979408934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
