,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0009591102600097657,7.518187301576004e-05,0.0004178524017333984,3.6205288030214036e-05,{},0.678082191780822,0.7328767123287672,0.678082191780822,0.702054794520548,0.6907216494845361,0.696363507979099,0.020326575931685836,1
