,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.0018413066864013672,0.0018901612694892922,0.00048089027404785156,0.00011448412318051769,{},0.7226027397260274,0.7123287671232876,0.702054794520548,0.6986301369863014,0.7044673539518901,0.7080167584616109,0.008574336327357204,1
