,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
50,0.037314414978027344,0.00031265121980249576,0.0031920909881591798,0.00010444286091708075,3,sqrt,30,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 30}",0.6917808219178082,0.6917808219178082,0.6815068493150684,0.6815068493150684,0.6838487972508591,0.6860848279433226,0.004728727199022906,106
51,0.04401297569274902,0.0009666635043590708,0.003733968734741211,0.00011158505044748316,3,sqrt,35,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 35}",0.6815068493150684,0.6883561643835616,0.6952054794520548,0.6883561643835616,0.6735395189003437,0.6853928352869181,0.007341016557878959,111
52,0.049408674240112305,0.0003586958515305332,0.004090213775634765,0.0001234174505887754,3,sqrt,40,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 40}",0.6883561643835616,0.6815068493150684,0.684931506849315,0.6815068493150684,0.6735395189003437,0.6819681777526714,0.004920480269954378,119
53,0.056689119338989256,0.0004593408405855806,0.004594135284423828,7.509729583480746e-05,3,sqrt,45,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 45}",0.6815068493150684,0.6815068493150684,0.6952054794520548,0.7054794520547946,0.6769759450171822,0.6881349150308337,0.010613302670147182,104
54,0.0619844913482666,0.00035454859352348675,0.004965353012084961,0.00012206764888837619,3,sqrt,50,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 50}",0.6917808219178082,0.684931506849315,0.6746575342465754,0.6815068493150684,0.6735395189003437,0.6812832462458221,0.00674424601346543,120
55,0.0683222770690918,0.00033826461668480263,0.005426979064941407,7.070782819134307e-05,3,sqrt,55,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 55}",0.6917808219178082,0.6815068493150684,0.6917808219178082,0.6917808219178082,0.6735395189003437,0.6860777667937674,0.0074253008030323465,109
56,0.07474594116210938,0.0008655027294630483,0.006048154830932617,0.00033187507896023703,3,sqrt,60,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 60}",0.6883561643835616,0.6815068493150684,0.6917808219178082,0.678082191780822,0.6804123711340206,0.6840276797062563,0.005169542772031534,114
57,0.08311958312988281,0.001906995820554889,0.006634807586669922,0.00046905321681253275,3,sqrt,65,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 65}",0.6952054794520548,0.6815068493150684,0.684931506849315,0.6815068493150684,0.6769759450171822,0.6840253259897379,0.00613508299551293,115
58,0.08646688461303711,0.0012713992371404979,0.0066032886505126955,4.978289548171298e-05,3,sqrt,70,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 70}",0.684931506849315,0.684931506849315,0.684931506849315,0.684931506849315,0.6735395189003437,0.6826531092595207,0.004556795179588536,118
59,0.09255261421203613,0.001478399457969243,0.007039356231689453,0.00014644145026217344,3,sqrt,75,"{'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 75}",0.684931506849315,0.6883561643835616,0.6952054794520548,0.684931506849315,0.6769759450171822,0.6860801205102858,0.005898765796719953,107
60,0.038007259368896484,0.0004103816940552259,0.0032167911529541017,6.5010307064462e-05,3,log2,30,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 30}",0.6917808219178082,0.702054794520548,0.7157534246575342,0.708904109589041,0.6941580756013745,0.7025302452572613,0.008959330334935834,99
61,0.044658470153808597,0.0005725926513851555,0.0036841392517089843,0.00010256739562709659,3,log2,35,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 35}",0.7054794520547946,0.702054794520548,0.6952054794520548,0.7123287671232876,0.6941580756013745,0.7018453137504119,0.006728070568883062,100
62,0.05057106018066406,0.000471753670297842,0.0040682792663574215,4.890141165438976e-05,3,log2,40,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 40}",0.7157534246575342,0.7054794520547946,0.6986301369863014,0.7191780821917808,0.6941580756013745,0.7066398342983572,0.009607926182308622,93
63,0.057384395599365236,0.0011398996932971567,0.0045969486236572266,9.204278860895183e-05,3,log2,45,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 45}",0.7054794520547946,0.6986301369863014,0.702054794520548,0.7191780821917808,0.697594501718213,0.7045873934943275,0.007803684555364248,95
64,0.06344809532165527,0.0008213832597363991,0.005036067962646484,0.00010261635354419118,3,log2,50,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 50}",0.7054794520547946,0.7157534246575342,0.702054794520548,0.7226027397260274,0.6735395189003437,0.7038859859718496,0.01684015102107948,98
65,0.06942715644836425,0.0006008918765774224,0.00543818473815918,6.423752265200562e-05,3,log2,55,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 55}",0.708904109589041,0.708904109589041,0.702054794520548,0.7191780821917808,0.6907216494845361,0.7059525490749895,0.00937561665236697,94
66,0.07575278282165528,0.0010046884285713402,0.005821132659912109,0.00011133352206322701,3,log2,60,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 60}",0.708904109589041,0.702054794520548,0.6952054794520548,0.7226027397260274,0.6941580756013745,0.7045850397778091,0.010453628560086942,96
67,0.08213024139404297,0.0007493531578700167,0.006319713592529297,0.0001287688482342879,3,log2,65,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 65}",0.7123287671232876,0.708904109589041,0.7191780821917808,0.7123287671232876,0.6838487972508591,0.7073177046556512,0.012199970039274892,92
68,0.08722620010375977,0.0004134745542405707,0.006613779067993164,4.874138839647089e-05,3,log2,70,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 70}",0.7157534246575342,0.7054794520547946,0.6952054794520548,0.7226027397260274,0.6838487972508591,0.7045779786282541,0.013915013203793295,97
69,0.09449787139892578,0.0007967224122372281,0.007122230529785156,4.751112219938393e-05,3,log2,75,"{'max_depth': 3, 'max_features': 'log2', 'n_estimators': 75}",0.708904109589041,0.702054794520548,0.6986301369863014,0.7226027397260274,0.7044673539518901,0.7073318269547616,0.008336000656823259,91
70,0.040640830993652344,0.0002668864432662268,0.0032616138458251955,5.9035328869866845e-05,3,,30,"{'max_depth': 3, 'max_features': None, 'n_estimators': 30}",0.7431506849315068,0.75,0.7157534246575342,0.7328767123287672,0.711340206185567,0.7306242056206751,0.015036094166315498,13
71,0.04701991081237793,0.00027494590975809044,0.0036865234375,8.142245457747804e-05,3,,35,"{'max_depth': 3, 'max_features': None, 'n_estimators': 35}",0.7431506849315068,0.75,0.7191780821917808,0.7328767123287672,0.7079037800687286,0.7306218519041567,0.0153924613323256,17
72,0.053957223892211914,0.0009023787505321243,0.0040972232818603516,6.86991458739308e-05,3,,40,"{'max_depth': 3, 'max_features': None, 'n_estimators': 40}",0.7431506849315068,0.75,0.7191780821917808,0.7328767123287672,0.711340206185567,0.7313091371275244,0.014407974168091295,8
73,0.06004948616027832,0.0003220545034746097,0.00448765754699707,6.722534745760053e-05,3,,45,"{'max_depth': 3, 'max_features': None, 'n_estimators': 45}",0.7431506849315068,0.75,0.7157534246575342,0.7363013698630136,0.711340206185567,0.7313091371275243,0.015200206514456626,9
74,0.06761112213134765,0.0005349980656966137,0.005141639709472656,0.00024313989819872847,3,,50,"{'max_depth': 3, 'max_features': None, 'n_estimators': 50}",0.7431506849315068,0.75,0.7191780821917808,0.7363013698630136,0.711340206185567,0.7319940686343738,0.014546944957414909,7
75,0.07528562545776367,0.0007085165012022531,0.005500221252441406,7.802338249931869e-05,3,,55,"{'max_depth': 3, 'max_features': None, 'n_estimators': 55}",0.7431506849315068,0.75,0.7157534246575342,0.7328767123287672,0.711340206185567,0.7306242056206751,0.015036094166315498,13
76,0.08082337379455566,0.0009757679029299862,0.0058215618133544925,0.00011230022273181156,3,,60,"{'max_depth': 3, 'max_features': None, 'n_estimators': 60}",0.7431506849315068,0.75,0.7157534246575342,0.7363013698630136,0.711340206185567,0.7313091371275243,0.015200206514456626,9
77,0.08655061721801757,0.00025628711313324,0.006206226348876953,7.786962491093536e-05,3,,65,"{'max_depth': 3, 'max_features': None, 'n_estimators': 65}",0.7431506849315068,0.75,0.7157534246575342,0.7328767123287672,0.711340206185567,0.7306242056206751,0.015036094166315498,13
78,0.09448037147521973,0.002084143193126783,0.006661033630371094,4.709563006940417e-05,3,,70,"{'max_depth': 3, 'max_features': None, 'n_estimators': 70}",0.7431506849315068,0.75,0.7157534246575342,0.7328767123287672,0.711340206185567,0.7306242056206751,0.015036094166315498,13
79,0.10011420249938965,0.0006049739709368841,0.007113361358642578,7.337354141715661e-05,3,,75,"{'max_depth': 3, 'max_features': None, 'n_estimators': 75}",0.7397260273972602,0.75,0.7157534246575342,0.7328767123287672,0.711340206185567,0.7299392741138258,0.014518990727830802,20
80,0.03916916847229004,0.000679940136775289,0.0034232139587402344,0.0001363373249685751,5,auto,30,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 30}",0.726027397260274,0.7363013698630136,0.6986301369863014,0.7191780821917808,0.697594501718213,0.7155462976039166,0.015246244123340033,87
81,0.04518966674804688,0.0008075721262756123,0.0038207054138183595,3.452590803767088e-05,5,auto,35,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 35}",0.7328767123287672,0.7226027397260274,0.7123287671232876,0.7226027397260274,0.711340206185567,0.7203502330179352,0.00790676615922958,70
82,0.05141348838806152,0.0008052696044467153,0.004282855987548828,0.00010639738364225873,5,auto,40,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 40}",0.7294520547945206,0.702054794520548,0.7226027397260274,0.726027397260274,0.7044673539518901,0.716920868050652,0.011387127265481497,80
83,0.058295488357543945,0.0011703601016632382,0.004760026931762695,7.715455088356207e-05,5,auto,45,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 45}",0.7363013698630136,0.7465753424657534,0.7226027397260274,0.7226027397260274,0.7147766323024055,0.7285717648166454,0.011361688294356574,26
84,0.06424970626831054,0.0004247005340274524,0.005225753784179688,0.00010373905532676233,5,auto,50,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 50}",0.7294520547945206,0.7328767123287672,0.7157534246575342,0.7226027397260274,0.7079037800687286,0.7217177423151157,0.00907219995124797,62
85,0.07076234817504883,0.00035152697264657185,0.0057375431060791016,9.501750644394124e-05,5,auto,55,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 55}",0.7397260273972602,0.7226027397260274,0.7226027397260274,0.7157534246575342,0.7044673539518901,0.721030457091748,0.011459947219300612,67
86,0.07636656761169433,0.00044091733766144414,0.006104278564453125,6.788918697615965e-05,5,auto,60,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 60}",0.7363013698630136,0.7534246575342466,0.7157534246575342,0.7226027397260274,0.697594501718213,0.725135338699807,0.01885681777161565,45
87,0.08312425613403321,0.0003963352911603993,0.006526470184326172,2.565543442768156e-05,5,auto,65,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 65}",0.7226027397260274,0.7226027397260274,0.7191780821917808,0.7226027397260274,0.711340206185567,0.719665301511086,0.004368757824459402,71
88,0.08981280326843262,0.0005811869293356199,0.007086610794067383,7.641716781408759e-05,5,auto,70,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 70}",0.7328767123287672,0.708904109589041,0.7123287671232876,0.7226027397260274,0.7010309278350515,0.715548651320435,0.01109327495200336,85
89,0.09583301544189453,0.0004389442454529257,0.007468366622924804,0.00011650065698088546,5,auto,75,"{'max_depth': 5, 'max_features': 'auto', 'n_estimators': 75}",0.7431506849315068,0.708904109589041,0.708904109589041,0.7123287671232876,0.6907216494845361,0.7128018641434826,0.016965822140601532,89
90,0.039478397369384764,0.0006875475051920543,0.0035202503204345703,7.317096878564154e-05,5,sqrt,30,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 30}",0.7157534246575342,0.75,0.7054794520547946,0.726027397260274,0.7079037800687286,0.7210328108082663,0.016162885127963614,65
91,0.045212316513061526,0.0006569259456414129,0.0038214683532714843,9.527423596508212e-05,5,sqrt,35,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 35}",0.7191780821917808,0.7363013698630136,0.7123287671232876,0.7157534246575342,0.7044673539518901,0.7176057995575013,0.010544131436432187,77
92,0.05125646591186524,0.00042458345833879576,0.004296875,5.019140904702987e-05,5,sqrt,40,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 40}",0.726027397260274,0.726027397260274,0.708904109589041,0.7191780821917808,0.6804123711340206,0.7121098714870782,0.017043257246431513,90
93,0.05676679611206055,0.00023771039690150854,0.004719209671020508,5.0826322988145606e-05,5,sqrt,45,"{'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 45}",0.7534246575342466,0.7397260273972602,0.702054794520548,0.7294520547945206,0.6941580756013745,0.7237631219695899,0.022426302635662983,55
