,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,0.013224506378173828,0.0014469102178178666,0.002414035797119141,6.447720044132711e-05,1,0.001,linear,"{'C': 1, 'gamma': 0.001, 'kernel': 'linear'}",0.7191780821917808,0.7431506849315068,0.708904109589041,0.684931506849315,0.711340206185567,0.7135009179494423,0.018726181933122886,1
