,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,5.796603345870972,0.3207368256801918,0.016263389587402345,0.005590675984513075,{},0.7636986301369864,0.7226027397260274,0.7191780821917808,0.7397260273972602,0.7079037800687286,0.7306218519041566,0.019433661944924362,1
